season,week,contestant_row,celebrity_name,ballroom_partner,placement,results,judge_total_S,judge_share_Q,fan_share_P,fan_votes_V,composite_C
20,3,7,Riker Lynch,Allison Holker,2,2nd Place,8.5,0.10862619808306709,0.1,1000000.0,0.2086261980830671
20,3,3,Nastia Liukin,Derek Hough,4,Eliminated Week 9,8.5,0.10862619808306709,0.1,1000000.0,0.2086261980830671
20,3,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,8.25,0.10543130990415335,0.1,1000000.0,0.20543130990415337
20,3,11,Willow Shields,Mark Ballas,7,Eliminated Week 7,8.0,0.10223642172523961,0.1,1000000.0,0.20223642172523962
20,3,4,Noah Galloway,Sharna Burgess,3,3rd Place,7.5,0.09584664536741214,0.1,1000000.0,0.19584664536741214
20,3,8,Robert Herjavec,Kym Johnson,6,Eliminated Week 8,7.25,0.0926517571884984,0.1,1000000.0,0.19265175718849842
20,3,1,Chris Soules,Witney Carson,5,Eliminated Week 8,7.0,0.08945686900958466,0.1,1000000.0,0.18945686900958467
20,3,10,Suzanne Somers,Tony Dovolani,9,Eliminated Week 5,6.25,0.07987220447284345,0.1,1000000.0,0.17987220447284347
20,3,2,Michael Sam,Peta Murgatroyd,10,Eliminated Week 4,6.0,0.07667731629392971,0.1,1000000.0,0.17667731629392971
20,3,5,Patti LaBelle,Artem Chigvintsev,8,Eliminated Week 6,5.5,0.07028753993610223,0.1,1000000.0,0.17028753993610224
20,3,0,Charlotte McKinney,Keo Motsepe,11,Eliminated Week 3,5.5,0.07028753993610223,0.0,0.0,0.07028753993610223
20,4,11,Willow Shields,Mark Ballas,7,Eliminated Week 7,9.75,0.12,0.1094017094017094,1094017.094017094,0.2294017094017094
20,4,3,Nastia Liukin,Derek Hough,4,Eliminated Week 9,9.0,0.11076923076923077,0.1094017094017094,1094017.094017094,0.2201709401709402
20,4,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,8.75,0.1076923076923077,0.1094017094017094,1094017.094017094,0.2170940170940171
20,4,7,Riker Lynch,Allison Holker,2,2nd Place,8.5,0.10461538461538461,0.1094017094017094,1094017.094017094,0.214017094017094
20,4,8,Robert Herjavec,Kym Johnson,6,Eliminated Week 8,8.5,0.10461538461538461,0.1094017094017094,1094017.094017094,0.214017094017094
20,4,4,Noah Galloway,Sharna Burgess,3,3rd Place,8.0,0.09846153846153846,0.1094017094017094,1094017.094017094,0.20786324786324786
20,4,5,Patti LaBelle,Artem Chigvintsev,8,Eliminated Week 6,7.5,0.09230769230769231,0.1094017094017094,1094017.094017094,0.20170940170940171
20,4,10,Suzanne Somers,Tony Dovolani,9,Eliminated Week 5,7.0,0.08615384615384615,0.1155555555555555,1155555.5555555555,0.20170940170940166
20,4,1,Chris Soules,Witney Carson,5,Eliminated Week 8,6.75,0.08307692307692308,0.1186324786324786,1186324.7863247865,0.20170940170940166
20,4,2,Michael Sam,Peta Murgatroyd,10,Eliminated Week 4,7.5,0.09230769230769231,0.0,0.0,0.09230769230769231
20,5,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,9.75,0.13780918727915195,0.1223498233215547,1223498.233215548,0.2601590106007067
20,5,7,Riker Lynch,Allison Holker,2,2nd Place,9.5,0.13427561837455831,0.1223498233215547,1223498.233215548,0.256625441696113
20,5,3,Nastia Liukin,Derek Hough,4,Eliminated Week 9,9.5,0.13427561837455831,0.1223498233215547,1223498.233215548,0.256625441696113
20,5,11,Willow Shields,Mark Ballas,7,Eliminated Week 7,8.5,0.12014134275618374,0.1223498233215547,1223498.233215548,0.24249116607773843
20,5,8,Robert Herjavec,Kym Johnson,6,Eliminated Week 8,6.0,0.08480565371024736,0.1364840989399293,1364840.9893992932,0.22128975265017664
20,5,5,Patti LaBelle,Artem Chigvintsev,8,Eliminated Week 6,6.75,0.09540636042402827,0.1258833922261484,1258833.9222614842,0.22128975265017664
20,5,1,Chris Soules,Witney Carson,5,Eliminated Week 8,6.75,0.09540636042402827,0.1258833922261484,1258833.9222614842,0.22128975265017664
20,5,4,Noah Galloway,Sharna Burgess,3,3rd Place,7.0,0.0989399293286219,0.1223498233215547,1223498.233215548,0.22128975265017659
20,5,10,Suzanne Somers,Tony Dovolani,9,Eliminated Week 5,7.0,0.0989399293286219,0.0,0.0,0.0989399293286219
20,6,7,Riker Lynch,Allison Holker,2,2nd Place,9.5,0.13427561837455831,0.1426047450782433,1426047.4507824332,0.27688036345280165
20,6,11,Willow Shields,Mark Ballas,7,Eliminated Week 7,9.125,0.12897526501766785,0.1426047450782433,1426047.4507824332,0.27158001009591115
20,6,3,Nastia Liukin,Derek Hough,4,Eliminated Week 9,9.125,0.12897526501766785,0.1426047450782433,1426047.4507824332,0.27158001009591115
20,6,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,8.875,0.1254416961130742,0.1426047450782433,1426047.4507824332,0.2680464411913175
20,6,1,Chris Soules,Witney Carson,5,Eliminated Week 8,8.75,0.12367491166077739,0.1426047450782433,1426047.4507824332,0.2662796567390207
20,6,8,Robert Herjavec,Kym Johnson,6,Eliminated Week 8,8.375,0.11837455830388692,0.1443715295305401,1443715.295305401,0.26274608783442704
20,6,4,Noah Galloway,Sharna Burgess,3,3rd Place,8.5,0.12014134275618374,0.1426047450782433,1426047.4507824332,0.26274608783442704
20,6,5,Patti LaBelle,Artem Chigvintsev,8,Eliminated Week 6,8.5,0.12014134275618374,0.0,0.0,0.12014134275618374
20,7,3,Nastia Liukin,Derek Hough,4,Eliminated Week 9,10.25,0.16141732283464566,0.1528871391076115,1528871.3910761154,0.31430446194225714
20,7,7,Riker Lynch,Allison Holker,2,2nd Place,9.25,0.14566929133858267,0.160761154855643,1607611.5485564305,0.30643044619422566
20,7,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,9.25,0.14566929133858267,0.160761154855643,1607611.5485564305,0.30643044619422566
20,7,8,Robert Herjavec,Kym Johnson,6,Eliminated Week 8,7.75,0.1220472440944882,0.1843832020997375,1843832.0209973752,0.30643044619422566
20,7,4,Noah Galloway,Sharna Burgess,3,3rd Place,9.5,0.14960629921259844,0.1568241469816272,1568241.4698162728,0.30643044619422566
20,7,1,Chris Soules,Witney Carson,5,Eliminated Week 8,7.75,0.1220472440944882,0.1843832020997375,1843832.0209973752,0.30643044619422566
20,7,11,Willow Shields,Mark Ballas,7,Eliminated Week 7,9.75,0.15354330708661418,0.0,0.0,0.15354330708661418
20,8,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,10.0,0.18912529550827423,0.2494089834515366,2494089.8345153662,0.4385342789598108
20,8,7,Riker Lynch,Allison Holker,2,2nd Place,9.75,0.18439716312056736,0.2494089834515366,2494089.8345153662,0.4338061465721039
20,8,3,Nastia Liukin,Derek Hough,4,Eliminated Week 9,9.5,0.17966903073286053,0.2494089834515366,2494089.8345153662,0.4290780141843971
20,8,4,Noah Galloway,Sharna Burgess,3,3rd Place,7.875,0.14893617021276595,0.25177304964539,2517730.4964539004,0.40070921985815594
20,8,1,Chris Soules,Witney Carson,5,Eliminated Week 8,8.0,0.15130023640661938,0.0,0.0,0.15130023640661938
20,8,8,Robert Herjavec,Kym Johnson,6,Eliminated Week 8,7.75,0.14657210401891252,0.0,0.0,0.14657210401891252
20,9,7,Riker Lynch,Allison Holker,2,2nd Place,10.0,0.25477707006369427,0.314963906581741,3149639.06581741,0.5697409766454353
20,9,4,Noah Galloway,Sharna Burgess,3,3rd Place,9.5,0.24203821656050956,0.3277027600849257,3277027.6008492573,0.5697409766454353
20,9,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,9.75,0.2484076433121019,0.3213333333333333,3213333.333333333,0.5697409766454352
20,9,3,Nastia Liukin,Derek Hough,4,Eliminated Week 9,10.0,0.25477707006369427,0.036,360000.00000000006,0.29077707006369424
20,10,7,Riker Lynch,Allison Holker,2,2nd Place,10.0,0.3448275862068966,0.3448275862068966,3448275.8620689656,0.6896551724137931
20,10,9,Rumer Willis,Valentin Chmerkovskiy,1,1st Place,10.0,0.3448275862068966,0.3448275862068966,3448275.8620689656,0.6896551724137931
20,10,4,Noah Galloway,Sharna Burgess,3,3rd Place,9.0,0.3103448275862069,0.3103448275862069,3103448.275862069,0.6206896551724138
21,1,9,Nick Carter,Sharna Burgess,2,2nd Place,8.0,0.096,0.0959999999999999,960000.0,0.1919999999999999
21,1,3,Bindi Irwin,Derek Hough,1,1st Place,8.0,0.096,0.0959999999999999,960000.0,0.1919999999999999
21,1,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,7.666666666666667,0.09200000000000001,0.092,920000.0,0.184
21,1,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,7.666666666666667,0.09200000000000001,0.092,920000.0,0.184
21,1,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,7.333333333333333,0.088,0.0879999999999999,879999.9999999998,0.17599999999999988
21,1,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,7.333333333333333,0.088,0.0879999999999999,879999.9999999998,0.17599999999999988
21,1,2,Andy Grammer,Allison Holker,7,Eliminated Week 8,7.0,0.084,0.0839999999999999,839999.9999999999,0.1679999999999999
21,1,7,Hayes Grier,Emma Slater,8,Eliminated Week 7,7.0,0.084,0.0839999999999999,839999.9999999999,0.1679999999999999
21,1,6,Gary Busey,Anna Trebunskaya,10,Eliminated Week 4,5.0,0.060000000000000005,0.0599999999999999,599999.9999999999,0.11999999999999991
21,1,12,Victor Espinoza,Karina Smirnoff,12,Eliminated Week 2,5.0,0.060000000000000005,0.0599999999999999,599999.9999999999,0.11999999999999991
21,1,10,Paula Deen,Louis van Amstel,9,Eliminated Week 6,5.0,0.060000000000000005,0.0599999999999999,599999.9999999999,0.11999999999999991
21,1,5,Chaka Khan,Keo Motsepe,13,Eliminated Week 2,4.333333333333333,0.052,0.0519999999999999,519999.9999999999,0.1039999999999999
21,1,8,Kim Zolciak-Biermann,Tony Dovolani,11,Withdrew,4.0,0.048,0.0479999999999999,480000.0,0.09599999999999989
21,3,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,9.0,0.1180327868852459,0.1180327868852459,1180327.8688524591,0.2360655737704918
21,3,9,Nick Carter,Sharna Burgess,2,2nd Place,9.0,0.1180327868852459,0.1180327868852459,1180327.8688524591,0.2360655737704918
21,3,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,8.25,0.10819672131147541,0.1081967213114754,1081967.213114754,0.2163934426229508
21,3,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,8.25,0.10819672131147541,0.1081967213114754,1081967.213114754,0.2163934426229508
21,3,3,Bindi Irwin,Derek Hough,1,1st Place,8.0,0.10491803278688525,0.1049180327868852,1049180.3278688523,0.20983606557377044
21,3,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,7.75,0.10163934426229508,0.101639344262295,1016393.4426229508,0.20327868852459008
21,3,7,Hayes Grier,Emma Slater,8,Eliminated Week 7,7.5,0.09836065573770492,0.0983606557377049,983606.5573770492,0.19672131147540983
21,3,2,Andy Grammer,Allison Holker,7,Eliminated Week 8,7.25,0.09508196721311475,0.0950819672131147,950819.6721311476,0.19016393442622945
21,3,6,Gary Busey,Anna Trebunskaya,10,Eliminated Week 4,6.25,0.08196721311475409,0.081967213114754,819672.1311475409,0.1639344262295081
21,3,10,Paula Deen,Louis van Amstel,9,Eliminated Week 6,5.0,0.06557377049180328,0.0655737704918032,655737.7049180329,0.13114754098360648
21,4,3,Bindi Irwin,Derek Hough,1,1st Place,9.333333333333334,0.11864406779661017,0.1102222222222222,1102222.2222222222,0.22886629001883235
21,4,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,9.0,0.11440677966101694,0.1102222222222222,1102222.2222222222,0.22462900188323914
21,4,9,Nick Carter,Sharna Burgess,2,2nd Place,9.0,0.11440677966101694,0.1102222222222222,1102222.2222222222,0.22462900188323914
21,4,7,Hayes Grier,Emma Slater,8,Eliminated Week 7,9.0,0.11440677966101694,0.1102222222222222,1102222.2222222222,0.22462900188323914
21,4,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,8.333333333333334,0.1059322033898305,0.1102222222222222,1102222.2222222222,0.2161544256120527
21,4,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,8.0,0.10169491525423728,0.1102222222222222,1102222.2222222222,0.21191713747645946
21,4,2,Andy Grammer,Allison Holker,7,Eliminated Week 8,7.666666666666667,0.09745762711864407,0.1102222222222222,1102222.2222222222,0.20767984934086625
21,4,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,7.0,0.08898305084745763,0.1102222222222222,1102222.2222222222,0.19920527306967983
21,4,10,Paula Deen,Louis van Amstel,9,Eliminated Week 6,6.0,0.07627118644067796,0.1102222222222222,1102222.2222222222,0.18649340866290015
21,4,6,Gary Busey,Anna Trebunskaya,10,Eliminated Week 4,5.333333333333333,0.06779661016949151,0.008,80000.0,0.07579661016949152
21,5,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,10.0,0.132890365448505,0.132890365448505,1328903.65448505,0.26578073089701
21,5,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,9.75,0.12956810631229235,0.1295681063122923,1295681.0631229235,0.25913621262458464
21,5,3,Bindi Irwin,Derek Hough,1,1st Place,9.25,0.12292358803986711,0.1229235880398671,1229235.8803986711,0.24584717607973422
21,5,2,Andy Grammer,Allison Holker,7,Eliminated Week 8,9.0,0.11960132890365449,0.1196013289036544,1196013.289036545,0.23920265780730887
21,5,9,Nick Carter,Sharna Burgess,2,2nd Place,8.75,0.11627906976744186,0.1162790697674418,1162790.6976744186,0.23255813953488366
21,5,7,Hayes Grier,Emma Slater,8,Eliminated Week 7,7.5,0.09966777408637874,0.0996677740863787,996677.7408637874,0.19933554817275745
21,5,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,7.25,0.09634551495016612,0.0963455149501661,963455.1495016612,0.1926910299003322
21,5,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,7.25,0.09634551495016612,0.0963455149501661,963455.1495016612,0.1926910299003322
21,5,10,Paula Deen,Louis van Amstel,9,Eliminated Week 6,6.5,0.08637873754152824,0.0863787375415282,863787.3754152823,0.17275747508305644
21,6,2,Andy Grammer,Allison Holker,7,Eliminated Week 8,10.0,0.12779552715654952,0.122625,1226250.0,0.2504205271565495
21,6,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,10.0,0.12779552715654952,0.122625,1226250.0,0.2504205271565495
21,6,3,Bindi Irwin,Derek Hough,1,1st Place,10.0,0.12779552715654952,0.122625,1226250.0,0.2504205271565495
21,6,9,Nick Carter,Sharna Burgess,2,2nd Place,9.75,0.12460063897763578,0.122625,1226250.0,0.24722563897763578
21,6,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,9.5,0.12140575079872204,0.122625,1226250.0,0.24403075079872205
21,6,7,Hayes Grier,Emma Slater,8,Eliminated Week 7,8.0,0.10223642172523961,0.122625,1226250.0,0.2248614217252396
21,6,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,7.5,0.09584664536741214,0.122625,1226250.0,0.21847164536741215
21,6,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,7.5,0.09584664536741214,0.122625,1226250.0,0.21847164536741215
21,6,10,Paula Deen,Louis van Amstel,9,Eliminated Week 6,6.0,0.07667731629392971,0.019,190000.0,0.09567731629392971
21,7,3,Bindi Irwin,Derek Hough,1,1st Place,9.666666666666666,0.13122171945701355,0.1402714932126696,1402714.932126697,0.2714932126696832
21,7,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,9.166666666666666,0.12443438914027148,0.1425339366515837,1425339.3665158371,0.2669683257918552
21,7,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,9.333333333333334,0.12669683257918551,0.1402714932126696,1402714.932126697,0.26696832579185514
21,7,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,8.833333333333334,0.11990950226244344,0.1470588235294117,1470588.2352941174,0.26696832579185514
21,7,2,Andy Grammer,Allison Holker,7,Eliminated Week 8,9.333333333333334,0.12669683257918551,0.1402714932126696,1402714.932126697,0.26696832579185514
21,7,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,9.0,0.12217194570135746,0.1447963800904977,1447963.8009049771,0.26696832579185514
21,7,9,Nick Carter,Sharna Burgess,2,2nd Place,9.0,0.12217194570135746,0.1447963800904977,1447963.8009049771,0.26696832579185514
21,7,7,Hayes Grier,Emma Slater,8,Eliminated Week 7,9.333333333333334,0.12669683257918551,0.0,0.0,0.12669683257918551
21,8,9,Nick Carter,Sharna Burgess,2,2nd Place,11.0,0.1701036188771718,0.1658333333333333,1658333.3333333333,0.3359369522105051
21,8,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,9.6666,0.14948396747618808,0.1658333333333333,1658333.3333333333,0.31531730080952136
21,8,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,9.333333333333334,0.14433034328972152,0.1658333333333333,1658333.3333333333,0.31016367662305483
21,8,3,Bindi Irwin,Derek Hough,1,1st Place,9.333333333333334,0.14433034328972152,0.1658333333333333,1658333.3333333333,0.31016367662305483
21,8,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,8.999933333333333,0.13917465724120795,0.1658333333333333,1658333.3333333333,0.30500799057454125
21,8,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,8.333333333333334,0.12886637793725136,0.1658333333333333,1658333.3333333333,0.2946997112705847
21,8,2,Andy Grammer,Allison Holker,7,Eliminated Week 8,7.999933333333334,0.12371069188873782,0.005,50000.0,0.12871069188873782
21,9,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,8.5,0.15501519756838908,0.2246580547112462,2246580.547112462,0.3796732522796353
21,9,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,9.0,0.16413373860182373,0.2155395136778115,2155395.1367781158,0.3796732522796352
21,9,9,Nick Carter,Sharna Burgess,2,2nd Place,9.166666666666666,0.16717325227963525,0.2125,2125000.0,0.3796732522796352
21,9,3,Bindi Irwin,Derek Hough,1,1st Place,10.0,0.18237082066869303,0.1973024316109422,1973024.3161094224,0.3796732522796352
21,9,1,Alexa PenaVega,Mark Ballas,6,Eliminated Week 9,10.0,0.18237082066869303,0.15,1500000.0000000002,0.33237082066869306
21,9,11,Tamar Braxton,Valentin Chmerkovskiy,5,Withdrew,8.166666666666666,0.14893617021276595,0.0,0.0,0.14893617021276595
21,10,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,10.5,0.26582278481012656,0.2658227848101265,2658227.8481012657,0.5316455696202531
21,10,3,Bindi Irwin,Derek Hough,1,1st Place,10.5,0.26582278481012656,0.2658227848101265,2658227.8481012657,0.5316455696202531
21,10,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,9.5,0.24050632911392406,0.240506329113924,2405063.2911392404,0.48101265822784806
21,10,9,Nick Carter,Sharna Burgess,2,2nd Place,9.0,0.22784810126582278,0.2278481012658227,2278481.012658228,0.45569620253164544
21,11,4,Carlos PenaVega,Witney Carson,4,Eliminated Week 11,10.0,0.25423750359110475,0.2542375035911047,2542375.035911048,0.5084750071822095
21,11,9,Nick Carter,Sharna Burgess,2,2nd Place,10.0,0.25423750359110475,0.2542375035911047,2542375.035911048,0.5084750071822095
21,11,3,Bindi Irwin,Derek Hough,1,1st Place,10.0,0.25423750359110475,0.2542375035911047,2542375.035911048,0.5084750071822095
21,11,0,Alek Skarlatos,Lindsay Arnold,3,3rd Place,9.3333,0.23728748922668577,0.2372874892266857,2372874.892266858,0.4745749784533715
22,1,8,Nyle DiMarco,Peta Murgatroyd,1,1st Place,7.666666666666667,0.09704641350210971,0.0970464135021097,970464.1350210971,0.19409282700421943
22,1,3,Ginger Zee,Valentin Chmerkovskiy,3,3rd Place,7.666666666666667,0.09704641350210971,0.0970464135021097,970464.1350210971,0.19409282700421943
22,1,11,Wanya Morris,Lindsay Arnold,4,Eliminated Week 9,7.666666666666667,0.09704641350210971,0.0970464135021097,970464.1350210971,0.19409282700421943
22,1,10,Von Miller,Witney Carson,7,Eliminated Week 7,7.0,0.08860759493670886,0.0886075949367088,886075.9493670886,0.17721518987341767
22,1,0,Antonio Brown,Sharna Burgess,5,Eliminated Week 9,7.0,0.08860759493670886,0.0886075949367088,886075.9493670886,0.17721518987341767
22,1,9,Paige VanZant,Mark Ballas,2,2nd Place,7.0,0.08860759493670886,0.0886075949367088,886075.9493670886,0.17721518987341767
22,1,6,Marla Maples,Tony Dovolani,10,Eliminated Week 4,7.0,0.08860759493670886,0.0886075949367088,886075.9493670886,0.17721518987341767
22,1,5,Kim Fields,Sasha Farber,8,Eliminated Week 7,6.666666666666667,0.08438818565400845,0.0843881856540084,843881.8565400845,0.16877637130801684
22,1,4,Jodie Sweetin,Keo Motsepe,6,Eliminated Week 8,6.666666666666667,0.08438818565400845,0.0843881856540084,843881.8565400845,0.16877637130801684
22,1,7,Mischa Barton,Artem Chigvintsev,11,Eliminated Week 3,5.333333333333333,0.06751054852320675,0.0675105485232067,675105.4852320674,0.13502109704641346
22,1,1,Doug Flutie,Karina Smirnoff,9,Eliminated Week 6,5.0,0.06329113924050633,0.0632911392405063,632911.3924050634,0.12658227848101264
22,1,2,Geraldo Rivera,Edyta Sliwinska,12,Eliminated Week 2,4.333333333333333,0.05485232067510548,0.0548523206751054,548523.2067510549,0.10970464135021088
22,2,9,Paige VanZant,Mark Ballas,2,2nd Place,8.0,0.10169491525423728,0.0901818181818181,901818.181818182,0.19187673343605538
22,2,11,Wanya Morris,Lindsay Arnold,4,Eliminated Week 9,8.0,0.10169491525423728,0.0901818181818181,901818.181818182,0.19187673343605538
22,2,4,Jodie Sweetin,Keo Motsepe,6,Eliminated Week 8,7.0,0.08898305084745763,0.0901818181818181,901818.181818182,0.17916486902927573
22,2,3,Ginger Zee,Valentin Chmerkovskiy,3,3rd Place,7.0,0.08898305084745763,0.0901818181818181,901818.181818182,0.17916486902927573
22,2,1,Doug Flutie,Karina Smirnoff,9,Eliminated Week 6,6.666666666666667,0.0847457627118644,0.0901818181818181,901818.181818182,0.1749275808936825
22,2,10,Von Miller,Witney Carson,7,Eliminated Week 7,6.666666666666667,0.0847457627118644,0.0901818181818181,901818.181818182,0.1749275808936825
22,2,8,Nyle DiMarco,Peta Murgatroyd,1,1st Place,6.666666666666667,0.0847457627118644,0.0901818181818181,901818.181818182,0.1749275808936825
22,2,6,Marla Maples,Tony Dovolani,10,Eliminated Week 4,6.666666666666667,0.0847457627118644,0.0901818181818181,901818.181818182,0.1749275808936825
22,2,5,Kim Fields,Sasha Farber,8,Eliminated Week 7,6.333333333333333,0.08050847457627118,0.0901818181818181,901818.181818182,0.17069029275808928
22,2,0,Antonio Brown,Sharna Burgess,5,Eliminated Week 9,6.333333333333333,0.08050847457627118,0.0901818181818181,901818.181818182,0.17069029275808928
22,2,7,Mischa Barton,Artem Chigvintsev,11,Eliminated Week 3,5.0,0.0635593220338983,0.0901818181818181,901818.181818182,0.1537411402157164
22,2,2,Geraldo Rivera,Edyta Sliwinska,12,Eliminated Week 2,4.333333333333333,0.055084745762711856,0.008,80000.0,0.06308474576271186
22,3,8,Nyle DiMarco,Peta Murgatroyd,1,1st Place,8.333333333333334,0.10548523206751055,0.0992,992000.0,0.20468523206751055
22,3,11,Wanya Morris,Lindsay Arnold,4,Eliminated Week 9,8.0,0.10126582278481013,0.0992,992000.0,0.20046582278481012
22,3,4,Jodie Sweetin,Keo Motsepe,6,Eliminated Week 8,7.666666666666667,0.09704641350210971,0.0992,992000.0,0.1962464135021097
22,3,9,Paige VanZant,Mark Ballas,2,2nd Place,7.666666666666667,0.09704641350210971,0.0992,992000.0,0.1962464135021097
22,3,5,Kim Fields,Sasha Farber,8,Eliminated Week 7,7.333333333333333,0.09282700421940927,0.0992,992000.0,0.19202700421940927
22,3,3,Ginger Zee,Valentin Chmerkovskiy,3,3rd Place,7.0,0.08860759493670886,0.0992,992000.0,0.18780759493670884
22,3,6,Marla Maples,Tony Dovolani,10,Eliminated Week 4,7.0,0.08860759493670886,0.0992,992000.0,0.18780759493670884
22,3,1,Doug Flutie,Karina Smirnoff,9,Eliminated Week 6,6.666666666666667,0.08438818565400845,0.0992,992000.0,0.18358818565400845
22,3,10,Von Miller,Witney Carson,7,Eliminated Week 7,6.666666666666667,0.08438818565400845,0.0992,992000.0,0.18358818565400845
22,3,0,Antonio Brown,Sharna Burgess,5,Eliminated Week 9,6.666666666666667,0.08438818565400845,0.0992,992000.0,0.18358818565400845
22,3,7,Mischa Barton,Artem Chigvintsev,11,Eliminated Week 3,6.0,0.0759493670886076,0.008,80000.0,0.08394936708860759
22,4,9,Paige VanZant,Mark Ballas,2,2nd Place,9.0,0.11285266457680251,0.1093695576454197,1093695.5764541973,0.2222222222222222
22,4,3,Ginger Zee,Valentin Chmerkovskiy,3,3rd Place,9.0,0.11285266457680251,0.1093695576454197,1093695.5764541973,0.2222222222222222
22,4,0,Antonio Brown,Sharna Burgess,5,Eliminated Week 9,8.75,0.109717868338558,0.1093695576454197,1093695.5764541973,0.21908742598397768
22,4,11,Wanya Morris,Lindsay Arnold,4,Eliminated Week 9,8.75,0.109717868338558,0.1093695576454197,1093695.5764541973,0.21908742598397768
22,4,8,Nyle DiMarco,Peta Murgatroyd,1,1st Place,8.5,0.10658307210031348,0.1093695576454197,1093695.5764541973,0.21595262974573318
22,4,5,Kim Fields,Sasha Farber,8,Eliminated Week 7,8.0,0.10031347962382445,0.1093695576454197,1093695.5764541973,0.20968303726924414
22,4,10,Von Miller,Witney Carson,7,Eliminated Week 7,8.0,0.10031347962382445,0.1093695576454197,1093695.5764541973,0.20968303726924414
22,4,4,Jodie Sweetin,Keo Motsepe,6,Eliminated Week 8,6.75,0.08463949843260188,0.1125043538836642,1125043.5388366424,0.19714385231626608
22,4,1,Doug Flutie,Karina Smirnoff,9,Eliminated Week 6,6.0,0.07523510971786834,0.1219087425983977,1219087.4259839775,0.19714385231626605
22,4,6,Marla Maples,Tony Dovolani,10,Eliminated Week 4,7.0,0.0877742946708464,0.0,0.0,0.0877742946708464
22,5,8,Nyle DiMarco,Peta Murgatroyd,1,1st Place,9.25,0.13405797101449277,0.1340579710144927,1340579.7101449275,0.2681159420289855
22,5,4,Jodie Sweetin,Keo Motsepe,6,Eliminated Week 8,8.75,0.12681159420289856,0.1268115942028985,1268115.9420289856,0.25362318840579706
22,5,3,Ginger Zee,Valentin Chmerkovskiy,3,3rd Place,8.0,0.11594202898550725,0.1159420289855072,1159420.2898550725,0.23188405797101447
22,5,9,Paige VanZant,Mark Ballas,2,2nd Place,7.75,0.11231884057971014,0.1123188405797101,1123188.4057971016,0.22463768115942023
22,5,11,Wanya Morris,Lindsay Arnold,4,Eliminated Week 9,7.5,0.10869565217391304,0.108695652173913,1086956.5217391304,0.21739130434782605
22,5,10,Von Miller,Witney Carson,7,Eliminated Week 7,7.25,0.10507246376811594,0.1050724637681159,1050724.6376811594,0.21014492753623182
22,5,5,Kim Fields,Sasha Farber,8,Eliminated Week 7,7.0,0.10144927536231885,0.1014492753623188,1014492.7536231884,0.20289855072463764
22,5,1,Doug Flutie,Karina Smirnoff,9,Eliminated Week 6,7.0,0.10144927536231885,0.1014492753623188,1014492.7536231884,0.20289855072463764
22,5,0,Antonio Brown,Sharna Burgess,5,Eliminated Week 9,6.5,0.09420289855072464,0.0942028985507246,942028.9855072465,0.18840579710144922
22,6,11,Wanya Morris,Lindsay Arnold,4,Eliminated Week 9,9.666666666666666,0.1277533039647577,0.123375,1233750.0,0.2511283039647577
22,6,9,Paige VanZant,Mark Ballas,2,2nd Place,9.333333333333334,0.12334801762114538,0.123375,1233750.0,0.24672301762114537
